Year,Quarter,Category,Metric,Capital,Gde SP(1),Interior,Deinter 1,Deinter 2,Deinter 3,Deinter 4,Deinter 5,Deinter 6,Deinter 7,Deinter 8,Deinter 9,Deinter 10,Estado
2016,03,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas mortas em confronto com a polícia militar em
  serviço (8)",48,21,55,2,14,4,1,8,11,7,1,7,0,124
2016,03,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas mortas por policiais militares de folga (8A),39,10,11,2,4,0,1,1,3,0,0,0,0,60
2016,03,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas feridas em confronto com a polícia militar em
  serviço",52,26,42,6,9,3,0,4,12,5,0,3,0,120
2016,03,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas feridas por policiais militares de folga,32,21,7,0,2,0,2,0,1,1,0,0,1,60
2016,03,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares mortos em serviço,2,0,2,0,0,0,0,0,0,0,0,2,0,4
2016,03,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares feridos em serviço,24,18,19,0,2,5,1,3,2,4,0,2,0,61
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio doloso",202,194,459,95,60,67,31,26,47,50,9,59,15,855
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso",210,203,476,97,62,69,34,28,48,53,10,60,15,889
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Doloso por acidente de trânsito (10)",2,5,7,0,0,0,2,3,2,0,0,0,0,14
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso por acidente de
  trânsito (11)",2,6,7,0,0,0,2,3,2,0,0,0,0,15
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio culposo por Acidente de Trânsito",95,125,705,59,116,99,76,56,58,91,22,100,28,925
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Culposo (7)",105,132,733,64,122,101,78,60,61,92,22,104,29,970
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tentativa de homicídio",223,180,602,87,67,82,54,38,87,61,26,69,31,1005
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal dolosa",7285,4925,20872,2020,3035,3330,2264,1595,1368,2340,1144,2951,825,33082
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa por Acidente de Trânsito",4332,3653,17455,1278,2729,2329,2003,1691,924,1576,892,3025,1008,25440
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa outras",227,109,497,53,129,86,31,60,48,16,24,26,24,833
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão Corporal Seguida de Morte",1,1,0,0,0,0,0,0,0,0,0,0,0,2
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Latrocínio",33,18,42,7,8,7,0,3,4,6,0,6,1,93
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas de Latrocínio",33,20,43,7,8,8,0,3,4,6,0,6,1,96
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro (17)",625,469,1563,129,218,231,168,121,127,265,45,175,84,2657
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro de Vulnerável",147,143,373,26,55,46,40,34,45,61,10,35,21,663
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Extorsão mediante seqüestro (5)",5,0,4,1,0,0,0,0,2,0,0,1,0,9
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tráfico de entorpecentes",2075,1541,7352,784,889,1396,664,559,413,908,333,1061,345,10968
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo - outros (6)",40910,19315,21789,3172,4491,2547,892,536,4766,2005,130,2972,278,82014
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo de veículos",9419,5531,3849,436,1193,352,53,43,752,316,7,685,12,18799
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo a Banco",7,4,24,2,1,5,4,2,1,5,0,3,1,35
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Roubo de Carga",1508,598,523,62,164,54,17,13,101,20,3,88,1,2629
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Furto - outros",45814,17543,65172,6694,10702,12235,5807,3962,6326,7222,1990,8127,2107,128529
2016,03,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Furto de veículos",12099,5989,10380,1249,2086,1665,682,668,789,976,110,2028,127,28468
2016,03,Exames de Natureza Necroscópica (12),Exames de Natureza Necroscópica (12) - Exames Necroscópicos Realizados - IML,4496,1802,4320,,,,,,,,,,,10618
2016,03,Exames de Natureza Necroscópica (12),Exames de Natureza Necroscópica (12) - Laudos Necroscópicos Expedidos do Ano - IML,4336,1721,4070,,,,,,,,,,,10127
2016,03,Exames de Natureza Necroscópica (12),Exames de Natureza Necroscópica (12) - Laudos Necroscópicos Expedidos do Ano Anterior IML,277,42,10,,,,,,,,,,,329
2016,03,Clínicos e Laboratoriais (12),Clínicos e Laboratoriais (12) - Exames Clínicos Laboratoriais Realizados - IML (14),52857,20943,58342,,,,,,,,,,,132142
2016,03,Clínicos e Laboratoriais (12),Clínicos e Laboratoriais (12) - Laudos Clínicos Laboratoriais Expedidos do Ano - IML (15),51037,20277,55938,,,,,,,,,,,127252
2016,03,Clínicos e Laboratoriais (12),"Clínicos e Laboratoriais (12) - Laudos Clínicos Laboratoriais Expedidos do Ano Anterior -
  IML (16)",394,33,83,,,,,,,,,,,510
2016,03,Criminalísticos (12),Criminalísticos (12) - Exames Periciais Realizados - IC,63086,17588,77194,,,,,,,,,,,157868
2016,03,Criminalísticos (12),Criminalísticos (12) - Laudos Periciais Expedidos do Ano - IC,59396,19403,73891,,,,,,,,,,,152690
2016,03,Criminalísticos (12),Criminalísticos (12) - Laudos Periciais Expedidos do Ano Anterior- IC,10432,2976,8756,,,,,,,,,,,22164
2016,03,Exames Outros do IML à Margem do GDL (12) (13),Exames Outros do IML à Margem do GDL (12) (13) - Exames Outros Realizados - IML (14),8122,,,,,,,,,,,,,8122
2016,03,Exames Outros do IML à Margem do GDL (12) (13),Exames Outros do IML à Margem do GDL (12) (13) - Laudos Outros Expedidos do Ano - IML (15),9158,,,,,,,,,,,,,9158
2016,03,Exames Outros do IML à Margem do GDL (12) (13),Exames Outros do IML à Margem do GDL (12) (13) - Laudos Outros Expedidos do Ano Anterior IML (16),0,,,,,,,,,,,,,0
2016,04,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a pessoa",25781,17473,85754,7914,12147,13364,9552,6985,5828,9796,4789,11641,3738,129008
2016,04,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra o patrimônio",122824,55429,127446,13328,23059,20425,10097,6985,16503,12921,3470,17200,3458,305699
2016,04,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contra a Dignidade Sexual",744,531,1907,171,316,258,228,134,144,295,73,216,72,3182
2016,04,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Entorpecentes",2157,1667,9534,702,1155,1747,955,506,1211,1107,541,1172,438,13358
2016,04,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Contravencionais",1312,1236,8715,691,870,1545,1136,837,558,977,516,1183,402,11263
2016,04,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Outros criminais (não inclui contravenções)",5412,4014,19410,1555,2547,2665,2091,1796,1354,2563,1185,2739,915,28836
2016,04,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de Crimes Violentos ( Hom.Doloso, Roubo,
  Latrocínio, Estupro e EMS)",51670,26502,27246,3445,5964,3118,1226,739,5835,2426,189,3963,341,105418
2016,04,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Total de delitos",158230,80350,252766,24361,40094,40004,24059,17243,25598,27659,10574,34151,9023,491346
2016,04,"Ocorrências policiais registradas, por natureza","Ocorrências policiais registradas, por natureza - Não Criminais",129688,63662,179967,18143,30061,28676,15624,9757,18585,19552,7139,26000,6430,373317
2016,04,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de boletins de ocorrência,162517,134867,424642,43476,70730,69023,40476,27764,33120,46801,18020,59378,15854,722026
2016,04,Atividades de polícia judiciária,"Atividades de polícia judiciária - Total de termos circunstanciados lavrados pela Polícia
  Civil (2)",4187,4215,28247,2583,2458,4278,4201,2510,2558,2223,3259,3356,821,36649
2016,04,Atividades de polícia judiciária,Atividades de polícia judiciária - Total de inquéritos instaurados,25835,16323,56454,6031,8071,8802,5324,4242,4283,6777,3075,7437,2412,98612
2016,04,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas mortas em confronto com a polícia civil em
  serviço (8)",1,1,0,0,0,0,0,0,0,0,0,0,0,2
2016,04,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas mortas por policiais civis de folga (8),5,1,1,1,0,0,0,0,0,0,0,0,0,7
2016,04,Ocorrências envolvendo policiais civis (3),"Ocorrências envolvendo policiais civis (3) - Pessoas feridas em confronto com a polícia civil em
  serviço",6,3,3,0,1,1,0,0,1,0,0,0,0,12
2016,04,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Pessoas feridas por policiais civis de folga,5,0,3,0,0,1,0,0,2,0,0,0,0,8
2016,04,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis mortos em serviço,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,04,Ocorrências envolvendo policiais civis (3),Ocorrências envolvendo policiais civis (3) - Policiais civis feridos em serviço,3,4,14,1,0,5,2,0,2,2,0,2,0,21
2016,04,Atividades policiais,Atividades policiais - Prisões efetuadas (em flagrante+ por mandado),8673,7327,25877,2324,3214,4033,2612,1599,2509,4001,1299,3245,1041,41877
2016,04,Atividades policiais,Atividades policiais - Nº de pessoas presas em flagrante,9502,5645,18001,1720,2657,2880,1754,946,1774,2430,755,2352,733,33148
2016,04,Atividades policiais,Atividades policiais - Nº de pessoas presas por mandado,3476,2411,10802,824,991,1626,1161,861,991,1995,758,1168,427,16689
2016,04,Atividades policiais,Atividades policiais - Nº de autos de apreensão (art 173 ECA),1018,698,2060,264,239,412,268,100,219,190,98,190,80,3776
2016,04,Atividades policiais,Atividades policiais - Nº de infratores apreendidos em flagrante,1079,938,2823,341,325,508,328,138,322,284,94,381,102,4840
2016,04,Atividades policiais,Atividades policiais - Nº de infratores apreendidos por mandado,62,135,1024,84,77,164,128,89,65,127,84,184,22,1221
2016,04,Atividades policiais,Atividades policiais - Nº de revistas pessoais/ identificação (9),1065152,502917,2556828,314743,218252,538985,139803,87280,266966,205205,58046,247619,85161,4124897
2016,04,Atividades policiais,Atividades policiais - Armas de fogo apreendidas,1102,665,2353,318,356,332,259,145,203,282,106,263,89,4120
2016,04,Atividades policiais,Atividades policiais - Nº de Veículos Recuperados,8294,4849,8226,836,1525,1316,677,390,872,680,163,1609,158,21369
2016,04,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas mortas em confronto com a polícia militar em
  serviço (8)",81,39,54,6,11,7,2,5,5,10,0,8,0,174
2016,04,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas mortas por policiais militares de folga (8A),48,18,15,1,5,1,0,0,5,2,0,1,0,81
2016,04,Ocorrências envolvendo policiais militares (4),"Ocorrências envolvendo policiais militares (4) - Pessoas feridas em confronto com a polícia militar em
  serviço",88,32,48,8,7,9,4,0,11,4,0,5,0,168
2016,04,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Pessoas feridas por policiais militares de folga,56,13,7,2,2,0,0,0,3,0,0,0,0,76
2016,04,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares mortos em serviço,3,2,2,0,0,0,0,1,0,0,0,1,0,7
2016,04,Ocorrências envolvendo policiais militares (4),Ocorrências envolvendo policiais militares (4) - Policiais militares feridos em serviço,24,10,13,0,3,0,1,0,5,0,2,2,0,47
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio doloso",208,208,522,111,67,68,29,29,48,59,17,68,26,938
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso",226,224,551,120,69,73,29,30,50,62,19,73,26,1001
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Doloso por acidente de trânsito (10)",7,1,9,2,1,0,2,0,0,1,0,2,1,17
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso por acidente de
  trânsito (11)",7,2,9,2,1,0,2,0,0,1,0,2,1,18
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio culposo por Acidente de Trânsito",100,119,641,73,108,93,57,50,62,92,19,69,18,860
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Homicídio Culposo (7)",113,124,668,76,114,94,59,52,64,97,19,72,21,905
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Tentativa de homicídio",244,196,592,95,72,68,56,47,63,59,23,79,30,1032
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal dolosa",7771,5229,23216,2133,3285,3627,2593,1784,1643,2637,1352,3235,927,36216
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa por Acidente de Trânsito",3972,2975,16374,1165,2550,2149,2090,1564,877,1453,885,2724,917,23321
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão corporal culposa outras",222,169,485,28,122,70,26,57,62,32,45,22,21,876
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Lesão Corporal Seguida de Morte",2,1,7,1,0,2,0,0,1,1,0,2,0,10
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Latrocínio",32,23,41,3,7,9,1,5,7,2,1,5,1,96
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Nº de Vítimas de Latrocínio",32,24,41,3,7,9,1,5,7,2,1,5,1,97
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro (17)",636,512,1514,132,242,222,184,111,118,250,47,150,58,2662
2016,04,"Ocorrências policiais registradas, por tipo","Ocorrências policiais registradas, por tipo - Estupro de Vulnerável",405,322,1040,102,156,159,123,85,62,178,32,104,39,1767
