"Date","Region","Atividades de polícia judiciária - Total de boletins de ocorrência","Atividades de polícia judiciária - Total de inquéritos instaurados","Atividades de polícia judiciária - Total de termos circunstanciados lavrados pela Polícia
  Civil (2)","Atividades policiais - Armas de fogo apreendidas","Atividades policiais - Nº de Veículos Recuperados","Atividades policiais - Nº de autos de apreensão (art 173 ECA)","Atividades policiais - Nº de infratores apreendidos em flagrante","Atividades policiais - Nº de infratores apreendidos por mandado","Atividades policiais - Nº de pessoas presas em flagrante","Atividades policiais - Nº de pessoas presas por mandado","Atividades policiais - Nº de revistas pessoais/ identificação (9)","Atividades policiais - Prisões efetuadas (em flagrante+ por mandado)","Ocorrências envolvendo policiais civis (3) - Pessoas feridas por policiais civis de folga","Ocorrências envolvendo policiais civis (3) - Pessoas mortas por policiais civis de folga (8)","Ocorrências envolvendo policiais civis (3) - Policiais civis feridos em serviço","Ocorrências envolvendo policiais civis (3) - Policiais civis mortos em serviço","Ocorrências envolvendo policiais militares (4) - Pessoas feridas em confronto com a polícia militar em
  serviço","Ocorrências envolvendo policiais militares (4) - Pessoas feridas por policiais militares de folga","Ocorrências envolvendo policiais militares (4) - Pessoas mortas em confronto com a polícia militar em
  serviço (8)","Ocorrências envolvendo policiais militares (4) - Pessoas mortas por policiais militares de folga (8A)","Ocorrências envolvendo policiais militares (4) - Policiais militares feridos em serviço","Ocorrências envolvendo policiais militares (4) - Policiais militares mortos em serviço","Ocorrências policiais registradas, por natureza - Contra a Dignidade Sexual","Ocorrências policiais registradas, por natureza - Contra a pessoa","Ocorrências policiais registradas, por natureza - Contra o patrimônio","Ocorrências policiais registradas, por natureza - Contravencionais","Ocorrências policiais registradas, por natureza - Entorpecentes","Ocorrências policiais registradas, por natureza - Não Criminais","Ocorrências policiais registradas, por natureza - Outros criminais (não inclui contravenções)","Ocorrências policiais registradas, por natureza - Total de delitos","Ocorrências policiais registradas, por tipo - Extorsão mediante seqüestro (5)","Ocorrências policiais registradas, por tipo - Furto - outros","Ocorrências policiais registradas, por tipo - Furto de veículos","Ocorrências policiais registradas, por tipo - Homicídio Culposo (7)","Ocorrências policiais registradas, por tipo - Homicídio Doloso por acidente de trânsito (10)","Ocorrências policiais registradas, por tipo - Homicídio culposo por Acidente de Trânsito","Ocorrências policiais registradas, por tipo - Homicídio doloso","Ocorrências policiais registradas, por tipo - Latrocínio","Ocorrências policiais registradas, por tipo - Lesão corporal culposa outras","Ocorrências policiais registradas, por tipo - Lesão corporal culposa por Acidente de Trânsito","Ocorrências policiais registradas, por tipo - Lesão corporal dolosa","Ocorrências policiais registradas, por tipo - Nº de Vítimas de Latrocínio","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso","Ocorrências policiais registradas, por tipo - Roubo a Banco","Ocorrências policiais registradas, por tipo - Roubo de Carga","Ocorrências policiais registradas, por tipo - Roubo de veículos","Ocorrências policiais registradas, por tipo - Tentativa de homicídio","Ocorrências policiais registradas, por tipo - Tráfico de entorpecentes"
2022-10-01,"Deinter 2",41588,6782,1403,210,893,100,127,21,2061,958,126485,2627,0,0,1,0,4,2,5,2,5,0,443,11131,31818,1038,881,39819,2315,47626,2,9650,1797,104,0,102,70,5,49,1410,2864,5,73,1,122,1019,55,726
2022-10-01,"Deinter 3",59016,7513,2123,297,780,184,235,90,2194,1778,284582,3614,0,0,1,0,1,2,11,0,0,0,504,11885,25114,1525,1149,30271,2155,42332,2,10158,1333,84,1,79,58,6,31,1201,3085,6,61,1,26,393,87,914
2022-10-01,"Deinter 4",28034,4346,1828,111,284,85,95,24,1277,1210,53442,2299,0,0,0,0,2,0,2,0,0,0,290,7506,11939,896,560,15287,1449,22640,0,5182,338,55,0,53,31,3,29,1308,1919,3,32,0,3,49,43,430
2022-10-01,"Deinter 5",31103,4558,2017,98,274,46,57,24,1050,1057,69318,1975,0,0,0,0,0,1,2,0,3,0,257,6536,9582,511,588,12647,1729,19203,1,4160,496,48,0,47,32,0,55,1410,1784,0,32,0,2,46,57,508
2022-10-01,"Deinter 6",30919,4403,1312,175,479,92,138,16,1373,735,139029,1964,1,0,4,0,8,0,6,1,1,0,281,5916,21498,589,585,18788,1394,30263,9,8695,945,69,0,66,43,4,163,563,1620,4,44,0,79,331,64,427
2022-10-01,"Deinter 7",31312,6133,1271,174,291,92,139,75,1892,1347,92060,3166,0,0,1,0,2,1,4,0,1,2,480,9029,18343,822,814,22388,2192,31680,0,6333,836,103,0,101,38,2,29,927,2477,2,42,0,28,306,79,703
2022-10-01,"Deinter 8",19103,3502,2109,87,132,38,42,11,763,842,40510,1445,0,0,0,0,1,0,1,0,0,0,153,5079,5256,511,382,9108,1011,12392,1,1999,157,34,0,31,24,0,24,780,1294,0,25,0,1,16,36,277
2022-10-01,"Deinter 9",34910,6329,1668,187,885,134,108,87,2087,927,158312,2642,0,0,2,0,2,1,10,2,2,0,340,10346,22223,1013,1097,28761,2338,37357,1,6688,1473,87,0,84,44,4,43,1658,2673,4,46,0,52,746,82,1072
2022-10-01,"Gde SP(1)",70626,14996,1940,457,2580,360,392,32,3946,1827,299394,5508,1,2,0,0,16,16,5,11,0,0,928,20862,79917,1191,1074,76815,4611,108583,19,21630,6466,136,2,132,154,8,105,2395,6527,8,164,0,496,4586,177,849
2022-10-01,"Interior",320572,50873,16596,1610,4414,903,1108,374,14606,9773,1299096,22339,2,1,13,0,22,7,45,7,12,2,3171,78178,167116,7742,6932,207264,16727,279866,16,60626,8356,657,1,635,447,29,473,10570,20561,29,466,2,331,3158,634,5898
2023-01-01,"Capital",89362,23699,1284,725,3811,462,542,78,7321,2581,532187,8097,2,2,9,0,23,18,33,20,9,1,1683,41547,183192,1892,1551,146201,6067,235932,35,61415,10124,154,2,148,118,7,161,2980,8525,7,124,1,751,3852,189,1262
2023-01-01,"Deinter 1",32837,5483,2490,246,351,119,166,27,1445,662,101124,1941,0,1,1,0,1,1,4,0,0,0,342,8996,17602,531,673,27366,1704,29848,1,5509,767,57,0,54,77,2,44,699,2152,2,80,0,18,169,105,658
2023-01-01,"Deinter 10",11861,2550,993,76,113,26,35,8,584,403,31183,913,0,0,0,0,0,0,1,0,0,0,127,3488,4527,344,289,6491,708,9483,0,1979,92,22,0,20,20,3,17,640,718,3,23,0,1,12,28,244
2023-01-01,"Deinter 2",37767,7416,1624,186,967,109,129,46,2198,1094,127791,2949,0,0,1,0,2,0,2,1,0,0,549,12648,31479,1075,1105,42536,2464,49320,2,9499,1540,99,0,93,60,4,57,1449,2851,5,61,0,90,844,62,875
2023-01-01,"Deinter 3",64213,8211,2432,239,760,204,247,118,2325,2090,283823,3912,0,0,2,0,3,1,3,0,1,0,539,12808,25562,1467,1457,32075,2259,44092,2,9755,1070,92,0,90,64,4,53,1320,2964,4,69,0,37,312,81,1114
2023-01-01,"Deinter 4",33266,5151,1997,139,241,93,107,24,1402,1682,58835,2888,0,0,3,0,3,0,2,0,1,1,344,7741,11823,864,662,16727,1628,23062,0,5095,270,37,0,34,26,3,25,1239,1888,3,26,0,5,30,52,534
2023-01-01,"Deinter 5",31529,4719,2124,130,197,58,69,22,1176,1294,119505,2328,0,0,0,0,0,0,2,1,1,0,265,6781,9857,544,645,13017,1768,19860,2,4023,453,41,0,38,34,2,56,1257,1603,2,34,0,0,42,51,551
2023-01-01,"Deinter 6",29553,5167,1328,230,543,79,168,48,1878,1091,182432,2749,1,0,3,1,7,3,7,2,0,0,304,7218,23650,534,765,23291,1970,34441,3,9422,881,63,0,62,38,4,186,595,1905,4,40,0,124,288,72,526
2023-01-01,"Deinter 7",32499,6890,1454,186,337,99,149,47,2212,1801,113408,3853,0,0,1,0,2,1,2,0,0,0,610,10426,18905,835,1044,22522,2570,34390,1,6599,749,89,0,81,54,1,33,887,2668,1,57,0,27,245,64,888
2023-01-01,"Deinter 8",19984,3722,2150,74,113,47,42,20,873,873,41662,1552,0,0,4,0,0,0,3,0,0,0,158,4937,5585,402,450,9678,1040,12572,0,2195,103,23,0,22,17,0,20,708,1281,0,18,0,1,9,30,352
2023-01-01,"Deinter 9",43119,6928,1982,201,915,137,149,94,2321,1117,167884,3197,0,0,2,0,2,0,6,0,0,0,389,11054,21650,1098,1366,31107,2249,37806,2,6902,1494,74,0,70,55,1,42,1636,2693,1,60,0,43,666,58,1339
2023-01-01,"Gde SP(1)",69332,16459,1899,341,2541,277,365,72,4301,2334,366555,6272,0,0,2,0,7,5,10,5,0,0,1063,24913,80764,1422,1343,82963,4594,114099,9,20892,5995,148,1,145,152,5,110,2377,6989,5,160,0,488,3240,165,1330
2023-01-01,"Interior",336628,56237,18574,1707,4537,971,1261,454,16414,12107,1470293,26282,1,1,17,1,20,6,32,4,3,1,3627,86097,170640,7694,8456,224810,18360,294874,13,60978,7419,597,0,564,445,24,533,10430,20723,25,468,0,346,2617,603,7081
2023-04-01,"Capital",87677,24025,1365,665,4849,552,508,69,7213,2721,584470,8335,1,0,7,0,24,13,30,10,8,0,1560,37523,179796,1997,1486,146208,6449,228811,20,61908,10138,125,1,118,129,15,190,3052,8303,15,142,2,658,3606,149,1304
2023-04-01,"Deinter 1",33631,5339,2741,231,306,128,156,23,1381,691,105649,1858,0,0,0,0,8,0,4,0,1,0,331,8890,17557,550,648,25354,1831,29807,0,5745,696,61,0,57,77,6,36,743,1993,6,78,0,18,160,84,630
2023-04-01,"Deinter 10",11567,2442,961,58,104,33,35,4,550,388,30265,876,0,0,0,0,0,0,2,0,0,0,121,3540,4275,390,290,6354,726,9342,0,1720,103,28,0,27,15,0,31,715,665,0,16,0,0,4,25,229
2023-04-01,"Deinter 2",36556,7395,1770,245,1017,104,110,28,2242,1210,137276,3100,0,0,1,1,1,1,8,0,4,0,531,12467,32232,1021,982,42795,2785,50018,2,10328,1577,116,0,108,37,4,48,1735,2626,4,39,0,94,752,69,754
2023-04-01,"Deinter 3",62676,7944,2383,269,767,192,250,140,2316,2280,304073,3985,0,0,0,0,6,0,7,0,2,0,501,12422,24451,1484,1470,32828,2372,42700,2,9462,1021,94,0,94,60,2,38,1417,2784,2,61,0,29,289,67,1139
2023-04-01,"Deinter 4",32344,5148,1978,137,239,99,105,34,1378,1770,58503,2930,0,0,2,0,0,0,1,0,2,0,308,7697,11298,917,624,16571,1641,22485,0,4664,260,67,0,65,27,2,35,1330,1828,2,27,0,5,28,39,537
2023-04-01,"Deinter 5",31752,4793,2131,129,190,47,57,35,1126,1354,80836,2364,0,0,3,0,2,0,2,0,1,0,290,6967,9929,613,658,13562,1860,20317,1,3896,392,55,0,53,19,2,43,1387,1600,3,19,0,3,34,57,571
2023-04-01,"Deinter 6",28683,5046,1272,205,556,89,165,67,1772,902,139833,2407,0,0,1,0,6,7,9,0,5,0,249,7283,22019,491,585,19462,1811,32438,5,8467,890,65,0,63,31,2,202,563,1591,2,35,1,150,354,80,463
2023-04-01,"Deinter 7",31878,6325,1530,227,378,116,159,36,2001,1881,116415,3710,0,0,0,0,0,2,1,0,3,2,543,9909,19412,838,915,22638,2761,34378,1,6696,857,93,0,85,40,0,36,929,2347,0,41,0,30,211,74,762
2023-04-01,"Deinter 8",19504,3700,2406,67,143,46,52,14,774,865,43397,1450,0,0,0,0,0,0,2,0,1,0,169,4819,5228,377,421,8736,1100,12114,0,2007,122,39,1,36,15,1,19,778,1150,1,16,0,0,7,21,300
2023-04-01,"Deinter 9",42386,6622,2063,181,925,134,138,127,2161,1256,188247,3171,0,0,3,0,3,0,7,1,1,0,340,10946,21812,1045,1264,31265,2371,37778,1,7116,1360,80,1,78,60,2,43,1887,2396,2,60,0,41,597,56,1209
2023-04-01,"Gde SP(1)",69381,15861,2022,433,2697,278,290,94,4109,2527,373975,6207,1,1,2,0,7,6,7,6,2,1,991,25396,82590,1363,1324,86378,4494,116158,17,21614,6233,138,0,132,101,6,92,2546,6536,6,102,1,445,2814,132,1194
2023-04-01,"Interior",330977,54754,19235,1749,4625,988,1227,508,15701,12597,1469878,25851,0,0,10,1,26,10,43,1,20,2,3383,84940,168213,7726,7857,219565,19258,291377,12,60101,7278,698,2,666,381,21,531,11484,18980,22,392,1,370,2436,572,6594
2023-07-01,"Capital",85777,23910,1210,670,3599,529,537,129,7360,2591,617275,8574,4,7,9,0,23,15,37,27,5,2,1492,37547,181328,2051,1514,146362,6705,230637,20,63939,10281,168,0,164,94,9,172,3329,8652,9,101,2,669,3441,149,1319
2023-07-01,"Deinter 1",32272,5455,2832,192,256,132,156,40,1382,735,101732,1966,0,0,4,0,2,1,6,0,0,0,336,9033,18246,607,630,24831,1897,30749,0,5795,714,68,0,60,86,4,31,764,2120,4,88,0,23,150,108,621
2023-07-01,"Deinter 10",11892,2551,1030,68,83,35,36,4,551,417,31877,922,0,0,1,0,0,0,1,0,0,0,138,3730,4436,393,277,6614,873,9847,0,1677,80,23,0,22,15,1,27,785,731,1,16,0,0,5,23,197
2023-07-01,"Deinter 2",37859,7298,1822,238,893,76,106,11,2135,1215,121992,3034,0,0,2,0,4,0,7,0,0,0,551,13445,33501,1019,932,43017,2812,52260,3,10033,1622,124,0,122,56,7,40,1745,3023,7,59,0,85,703,53,727
2023-07-01,"Deinter 3",66632,8016,2639,243,862,123,196,68,2251,2068,313127,3844,0,0,3,0,5,0,2,0,0,0,524,13681,25834,1461,1555,33263,2717,45772,2,9620,1007,94,0,92,53,4,55,1580,3309,4,55,0,32,258,88,1043
2023-07-01,"Deinter 4",32568,4904,1958,156,229,90,114,33,1375,1624,43426,2802,0,0,2,0,3,0,6,1,0,0,334,8221,11509,862,637,15928,1866,23429,0,4409,244,66,0,65,24,1,33,1468,1925,1,25,0,1,32,51,505
2023-07-01,"Deinter 5",31667,4684,2206,116,179,54,69,37,1080,1316,78144,2275,0,0,3,0,2,0,2,0,0,0,251,7540,9617,557,572,13798,1947,20484,0,3533,358,67,0,65,29,1,49,1535,1685,1,30,0,5,31,44,507
2023-07-01,"Deinter 6",27515,4253,1165,227,488,69,153,18,1519,872,135287,2199,0,0,0,0,8,2,12,0,2,1,237,6344,22628,482,509,21389,1690,31890,4,8204,946,68,0,66,33,3,170,583,1599,3,34,0,162,404,79,473
2023-07-01,"Deinter 7",32188,6469,1551,231,374,87,117,33,1880,1740,100698,3531,0,0,1,0,4,0,13,3,2,0,547,10579,19777,761,799,22818,2600,35063,0,6590,760,117,0,112,37,2,46,1037,2572,2,39,0,25,196,66,721
2023-07-01,"Deinter 8",21306,3707,2245,82,120,34,32,26,771,917,41173,1513,0,0,0,0,0,0,3,0,1,0,161,4888,5376,462,361,9579,1032,12280,0,1986,99,34,0,33,19,0,22,772,1253,0,20,0,0,8,18,264
2023-07-01,"Deinter 9",43303,6654,2114,171,972,98,127,48,2197,1213,164394,3202,0,0,3,0,4,0,7,0,0,1,321,11834,22391,1124,1276,30977,2435,39381,1,6764,1345,95,0,93,49,3,45,1996,2797,3,51,0,50,504,66,1299
2023-07-01,"Gde SP(1)",66390,15599,1863,366,2987,237,366,59,4275,2442,373646,6050,1,1,6,0,13,7,10,2,1,0,1113,26147,84350,1303,1327,86222,4596,118836,14,21687,5821,148,0,141,110,6,95,2822,6884,6,116,1,366,2972,125,1198
2023-07-01,"Interior",337202,53991,19562,1724,4456,798,1106,318,15141,12117,1359751,25288,0,0,19,0,32,3,59,4,5,2,3400,89295,173315,7728,7548,222214,19869,301155,10,58611,7175,756,0,730,401,26,518,12265,21014,26,417,0,383,2291,596,6357
2023-10-01,"Capital",576283,22590,1188,857,5515,408,505,27,7258,2393,522775,9172,2,3,3,1,27,19,30,12,6,0,1610,39966,190151,1641,1350,155285,6301,241019,19,63563,9976,185,2,177,140,12,176,3388,9703,12,149,1,741,4084,184,1098
2023-10-01,"Deinter 1",26992,5161,2466,235,456,137,147,24,1449,792,90238,2203,0,0,2,0,5,1,9,0,2,0,332,9945,18895,625,560,26897,1799,32156,0,5636,710,63,0,58,68,2,37,773,2350,2,70,0,22,222,70,546
2023-10-01,"Deinter 10",11921,2520,1000,62,140,30,24,7,604,375,30272,960,0,0,3,0,0,0,1,0,0,0,139,3883,4593,384,259,6893,778,10036,0,1716,150,30,0,29,21,0,12,678,871,0,22,0,2,16,33,182
2023-10-01,"Deinter 2",36796,6883,1746,227,1155,123,162,33,2264,1085,109193,3244,0,0,0,0,5,2,6,2,1,0,580,14216,34375,976,907,43488,2390,53444,2,9998,1533,104,0,103,52,4,32,1650,3194,5,53,0,86,775,69,715
2023-10-01,"Deinter 3",48277,7676,2516,307,930,269,265,67,2459,1935,279906,4200,0,0,0,0,0,0,6,0,0,0,541,15073,26863,1475,1388,35255,2646,47986,1,9586,1135,114,0,110,49,5,53,1527,3590,5,51,0,32,320,90,1018
2023-10-01,"Deinter 4",26260,4825,1772,154,339,87,77,32,1316,1287,39873,2544,0,0,2,0,1,0,6,0,0,0,347,9027,12394,1002,543,16002,1536,24849,0,4514,321,64,0,61,24,1,31,1279,2206,1,24,0,3,44,42,463
2023-10-01,"Deinter 5",26324,4406,1912,145,285,83,62,39,1134,1100,66733,2201,0,0,1,0,3,0,2,0,1,0,295,8097,10577,767,570,14752,1831,22137,0,3741,339,62,0,59,32,1,62,1305,1826,1,34,0,5,43,39,509
2023-10-01,"Deinter 6",23912,4282,1075,191,739,143,153,25,1578,837,132552,2385,0,0,1,0,12,0,6,4,3,0,314,7445,24368,578,512,22165,1682,34899,2,8450,1226,64,0,63,38,2,117,646,1920,2,38,0,166,403,52,388
2023-10-01,"Deinter 7",29504,6324,1707,271,687,163,178,19,2160,1407,107759,3511,0,0,1,0,1,1,11,1,0,0,576,11717,21738,987,895,25085,2410,38323,3,7379,985,114,1,111,38,2,42,965,2740,2,43,0,25,274,85,749
2023-10-01,"Deinter 8",18070,3649,2117,80,145,45,43,19,792,691,40896,1433,0,0,1,0,1,0,0,0,0,0,154,5642,5622,515,313,9399,1083,13329,0,1946,136,39,0,38,19,0,25,773,1463,0,19,0,2,6,32,265
2023-10-01,"Deinter 9",41163,6297,2017,255,1340,175,171,39,2424,1170,146495,3551,0,0,1,0,7,1,2,0,3,0,391,13378,23744,1273,1270,33957,2528,42584,0,6907,1390,89,1,86,59,4,51,1895,3099,4,63,0,45,650,83,1198
2023-10-01,"Gde SP(1)",62464,14983,2040,590,3695,309,317,42,4364,2197,338594,6436,3,1,2,0,12,3,13,6,1,1,1249,29796,90288,1370,1104,97396,4465,128272,17,21697,5893,171,0,167,134,11,91,2656,7643,11,140,1,458,3365,156,1014
2023-10-01,"Interior",289219,52023,18328,1927,6216,1255,1282,304,16180,10679,1238646,26232,0,0,12,0,35,5,49,7,10,0,3669,98423,183169,8582,7217,233893,18683,319743,8,59873,7925,743,2,718,400,21,462,11491,23259,22,417,0,388,2753,595,6033
2024-01-01,"Capital",795440,22457,1306,909,5119,309,292,112,7394,3217,1153356,8656,7,1,2,0,37,31,77,21,1,3,1618,41701,183952,1532,1551,143920,6395,236749,26,59104,9999,138,3,132,117,17,170,3167,8776,18,122,1,608,2960,155,1315
2024-01-01,"Deinter 1",21952,5491,3181,289,403,153,143,31,1609,1014,120813,2286,0,0,2,0,1,1,12,0,0,0,389,9953,18602,610,637,28318,1696,31887,1,5349,516,50,0,48,86,2,30,780,2343,2,90,0,13,105,73,609
2024-01-01,"Deinter 10",11748,2555,998,76,94,32,33,1,573,435,39043,945,0,0,0,0,0,0,3,0,0,0,136,3830,5019,414,348,6692,806,10553,0,1718,76,23,0,18,27,2,27,649,729,2,27,0,1,6,30,259
2024-01-01,"Deinter 2",35890,7572,1960,260,1077,107,107,16,2609,1465,166288,3493,0,0,0,0,1,0,9,0,0,0,602,14735,34495,1022,1158,44249,2583,54595,4,9481,1551,95,0,93,52,3,43,1610,3073,3,52,0,98,559,58,919
2024-01-01,"Deinter 3",37710,8295,3060,261,640,311,287,74,2573,2490,158867,4319,0,0,2,0,6,0,2,0,0,0,490,13981,26257,1315,1594,34591,2603,46240,1,8976,996,83,0,81,47,2,42,1478,2999,2,50,0,21,206,82,1178
2024-01-01,"Deinter 4",23687,5167,1922,156,189,118,97,22,1441,1664,79632,2445,0,0,1,0,1,0,6,1,0,0,318,9244,12917,1020,641,16621,1615,25755,0,4541,255,61,0,61,41,0,30,1286,2085,0,42,0,3,19,42,541
2024-01-01,"Deinter 5",23572,5122,2159,182,250,87,76,25,1259,1369,70868,2370,0,0,0,0,1,0,5,0,1,0,291,8354,10329,880,659,14999,2101,22614,0,3551,325,57,0,51,27,3,64,1177,1786,3,30,0,0,44,54,549
2024-01-01,"Deinter 6",22742,4934,1211,426,589,131,144,20,1734,1259,172336,2635,0,0,1,0,8,4,30,5,1,1,379,8253,24440,717,897,27133,1751,36437,3,8258,848,63,0,59,28,3,207,562,1950,3,30,0,94,225,63,568
2024-01-01,"Deinter 7",28515,6840,2121,245,601,141,137,26,2105,1489,124422,3216,0,0,2,0,4,0,7,0,1,0,577,12774,21275,1205,909,25519,2350,39090,3,6229,764,102,0,100,49,2,41,902,2854,2,50,0,16,174,73,735
2024-01-01,"Deinter 8",16511,3777,2102,82,134,44,37,11,803,881,55807,1557,0,0,1,0,0,0,2,0,0,0,164,5910,6074,578,406,9363,1101,14233,0,2010,114,31,0,27,29,2,17,780,1394,2,29,0,2,6,28,287
2024-01-01,"Deinter 9",37325,6838,2239,336,1030,181,142,58,2748,1434,127661,3686,0,0,0,0,3,1,8,1,1,0,379,13153,24276,1146,1412,33168,2490,42856,1,6833,1306,85,0,82,46,1,42,1641,2814,1,47,0,48,452,55,1387
2024-01-01,"Gde SP(1)",58892,15085,2202,451,3616,267,277,46,4237,2613,427912,5957,0,1,1,0,9,8,17,4,1,0,1209,31257,90862,1239,1314,98305,4416,130297,15,21232,5777,150,0,148,109,9,76,2638,7004,9,117,0,351,2446,147,1209
2024-01-01,"Interior",259652,56591,20953,2313,5007,1305,1203,284,17454,13500,1197818,26952,0,0,9,0,25,6,84,7,4,1,3725,100187,183684,8907,8661,240653,19096,324260,13,56946,6751,650,0,620,432,20,543,10865,22027,20,447,0,296,1796,558,7032
2024-04-01,"Capital",813644,23964,1327,883,5083,270,308,26,7086,3577,1317226,8877,4,2,10,0,46,18,48,12,5,2,1786,43829,183868,1908,1643,153014,6848,239882,12,60008,10675,182,3,179,104,9,168,3967,9063,9,110,0,594,3207,150,1473
2024-04-01,"Deinter 1",22793,5485,3030,307,407,159,172,31,1565,1204,109804,2392,0,0,0,0,1,0,5,0,0,0,388,10466,18874,725,659,26921,1960,33072,2,5305,526,64,0,63,80,6,31,848,2133,6,81,0,23,162,103,656
2024-04-01,"Deinter 10",11726,2519,996,59,100,28,17,12,491,427,65908,862,0,0,0,0,0,0,0,0,0,0,139,3886,4825,344,258,6747,769,10221,0,1600,92,33,0,33,16,0,18,764,736,0,16,0,0,7,23,189
2024-04-01,"Deinter 2",36482,7282,2083,215,1082,117,127,26,2327,1392,116963,3229,0,0,3,0,6,1,11,3,0,0,603,14841,33933,1057,1055,46449,2657,54146,1,9430,1546,108,0,107,47,4,32,1727,2877,4,47,0,67,427,55,867
2024-04-01,"Deinter 3",38680,8129,3193,254,713,271,230,91,2656,2418,149669,4298,0,0,0,0,2,1,2,1,0,0,595,14657,26301,1658,1589,34717,2578,47378,1,9052,974,112,0,108,55,5,54,1693,3003,5,56,0,30,221,82,1210
2024-04-01,"Deinter 4",24272,5187,2148,145,195,164,149,39,1539,1743,91615,2669,0,0,4,0,2,1,7,0,0,1,327,9429,12656,1039,734,17103,1801,25986,1,4246,269,81,0,81,15,1,31,1359,1960,3,15,0,5,29,61,670
2024-04-01,"Deinter 5",23814,5045,2264,130,261,78,57,31,1111,1347,61145,2265,0,0,1,0,1,0,2,0,0,0,286,8344,10779,875,584,14954,1967,22835,0,3759,305,75,0,71,18,2,67,1215,1749,2,18,0,2,34,56,521
2024-04-01,"Deinter 6",21969,4748,1337,216,679,138,133,49,1489,1075,127172,2221,0,0,0,0,3,3,17,1,0,0,310,7869,23387,589,557,23481,2275,34987,4,7787,934,74,0,70,29,2,75,712,1791,2,35,0,112,371,56,409
2024-04-01,"Deinter 7",29166,6546,2020,257,593,137,123,34,2056,1645,129637,3239,0,0,0,0,1,0,11,1,0,0,663,12396,21471,1157,908,26014,2579,39174,1,6594,748,134,0,130,35,3,49,1054,2578,3,39,0,26,186,77,783
2024-04-01,"Deinter 8",17130,3743,2312,91,114,62,53,21,859,846,74254,1582,0,0,0,0,0,0,1,0,0,0,201,5923,6294,627,434,9626,1168,14647,0,1996,106,35,0,34,13,0,20,833,1349,0,14,0,2,2,23,338
2024-04-01,"Deinter 9",37789,7275,2578,271,989,176,144,64,2463,1520,101036,3528,0,0,2,0,0,0,5,0,0,0,373,13620,23722,1310,1237,34203,2854,43116,1,6832,1295,101,0,97,51,3,53,1941,2716,3,54,0,31,410,58,1216
2024-04-01,"Gde SP(1)",61210,14983,2228,546,3831,291,305,57,4218,2904,395101,6243,0,0,2,0,17,3,13,3,2,0,1292,31878,89943,1341,1312,102575,4688,130454,9,20457,5570,185,0,181,109,8,98,3089,7214,8,114,0,361,2959,159,1224
2024-04-01,"Interior",263821,55959,21961,1945,5133,1330,1205,398,16556,13617,1115607,26285,0,0,10,0,16,6,61,6,0,1,3885,101431,182242,9381,8015,240215,20608,325562,11,56601,6795,817,0,794,359,26,430,12146,20892,28,375,0,298,1849,594,6859
2024-07-01,"Capital",839701,23849,1268,932,5032,301,329,46,6890,3454,1624827,8781,1,1,1,0,36,16,68,14,6,3,1741,44989,185214,1784,1504,162163,7015,242247,26,60502,11131,171,2,169,132,16,141,3860,9007,16,135,0,472,2922,148,1446
2024-07-01,"Deinter 1",22952,5652,2679,260,465,146,137,35,1513,1234,104586,2367,0,1,1,0,3,0,10,0,0,0,410,10167,18962,710,594,27616,2129,32972,0,5240,501,62,0,62,50,4,27,796,2115,4,52,0,16,119,86,649
2024-07-01,"Deinter 10",11873,2390,996,88,94,24,23,6,467,439,35083,851,0,0,0,0,0,0,3,0,0,0,140,4071,4781,395,218,7053,1032,10637,0,1620,72,41,0,39,12,2,19,710,769,3,14,0,1,3,25,193
2024-07-01,"Deinter 2",37372,6969,2043,285,1176,128,133,36,2451,1356,147388,3259,0,0,1,0,4,2,14,1,0,0,559,15140,34522,1046,1003,47822,2786,55056,2,9899,1555,125,1,123,44,3,34,1785,3007,3,46,0,63,564,57,975
2024-07-01,"Deinter 3",39755,8367,2884,316,702,276,241,97,2736,2457,129377,4429,0,0,0,0,5,0,9,1,3,1,579,15064,25781,1735,1263,36392,3432,47854,0,9159,1007,127,0,127,56,0,52,1744,3198,0,61,0,23,182,96,1230
2024-07-01,"Deinter 4",24345,4763,1933,138,177,151,142,31,1357,1674,62113,2533,0,0,1,0,1,0,4,0,0,0,357,9613,12502,1028,605,17399,2016,26121,0,4224,236,72,0,68,25,0,33,1377,1995,0,26,0,1,26,55,617
2024-07-01,"Deinter 5",23831,4680,1886,148,219,70,43,38,1026,1322,51274,2163,0,0,2,0,2,0,5,0,0,0,344,8307,10696,847,494,15439,2344,23032,0,3748,354,57,0,55,26,1,41,1183,1706,1,28,0,3,23,39,491
2024-07-01,"Deinter 6",21337,4519,1282,199,639,137,157,38,1682,1174,157844,2523,1,0,0,0,10,1,7,1,0,0,366,7526,23852,592,562,23321,2133,35031,5,8645,925,68,0,68,40,2,35,687,1664,2,43,0,61,293,56,534
2024-07-01,"Deinter 7",29471,6750,1981,248,603,165,146,43,2003,1755,117909,3348,0,0,1,0,0,3,12,0,0,0,668,12825,21340,1287,831,26441,2837,39788,1,6421,892,139,2,136,57,2,53,1110,2467,2,59,0,31,183,61,795
2024-07-01,"Deinter 8",16600,3585,2052,68,78,43,36,15,810,896,48900,1588,0,0,3,0,2,0,2,0,1,1,160,5815,6004,591,327,9683,1146,14043,0,1879,78,21,0,21,13,0,20,816,1341,0,13,0,1,3,25,297
