"Date","Region","Atividades de polícia judiciária - Total de boletins de ocorrência","Atividades de polícia judiciária - Total de inquéritos instaurados","Atividades de polícia judiciária - Total de termos circunstanciados lavrados pela Polícia
  Civil (2)","Atividades policiais - Armas de fogo apreendidas","Atividades policiais - Nº de Veículos Recuperados","Atividades policiais - Nº de autos de apreensão (art 173 ECA)","Atividades policiais - Nº de infratores apreendidos em flagrante","Atividades policiais - Nº de infratores apreendidos por mandado","Atividades policiais - Nº de pessoas presas em flagrante","Atividades policiais - Nº de pessoas presas por mandado","Atividades policiais - Nº de revistas pessoais/ identificação (9)","Atividades policiais - Prisões efetuadas (em flagrante+ por mandado)","Ocorrências envolvendo policiais civis (3) - Pessoas feridas por policiais civis de folga","Ocorrências envolvendo policiais civis (3) - Pessoas mortas por policiais civis de folga (8)","Ocorrências envolvendo policiais civis (3) - Policiais civis feridos em serviço","Ocorrências envolvendo policiais civis (3) - Policiais civis mortos em serviço","Ocorrências envolvendo policiais militares (4) - Pessoas feridas em confronto com a polícia militar em
  serviço","Ocorrências envolvendo policiais militares (4) - Pessoas feridas por policiais militares de folga","Ocorrências envolvendo policiais militares (4) - Pessoas mortas em confronto com a polícia militar em
  serviço (8)","Ocorrências envolvendo policiais militares (4) - Pessoas mortas por policiais militares de folga (8A)","Ocorrências envolvendo policiais militares (4) - Policiais militares feridos em serviço","Ocorrências envolvendo policiais militares (4) - Policiais militares mortos em serviço","Ocorrências policiais registradas, por natureza - Contra a Dignidade Sexual","Ocorrências policiais registradas, por natureza - Contra a pessoa","Ocorrências policiais registradas, por natureza - Contra o patrimônio","Ocorrências policiais registradas, por natureza - Contravencionais","Ocorrências policiais registradas, por natureza - Entorpecentes","Ocorrências policiais registradas, por natureza - Não Criminais","Ocorrências policiais registradas, por natureza - Outros criminais (não inclui contravenções)","Ocorrências policiais registradas, por natureza - Total de delitos","Ocorrências policiais registradas, por tipo - Extorsão mediante seqüestro (5)","Ocorrências policiais registradas, por tipo - Furto - outros","Ocorrências policiais registradas, por tipo - Furto de veículos","Ocorrências policiais registradas, por tipo - Homicídio Culposo (7)","Ocorrências policiais registradas, por tipo - Homicídio Doloso por acidente de trânsito (10)","Ocorrências policiais registradas, por tipo - Homicídio culposo por Acidente de Trânsito","Ocorrências policiais registradas, por tipo - Homicídio doloso","Ocorrências policiais registradas, por tipo - Latrocínio","Ocorrências policiais registradas, por tipo - Lesão corporal culposa outras","Ocorrências policiais registradas, por tipo - Lesão corporal culposa por Acidente de Trânsito","Ocorrências policiais registradas, por tipo - Lesão corporal dolosa","Ocorrências policiais registradas, por tipo - Nº de Vítimas de Latrocínio","Ocorrências policiais registradas, por tipo - Nº de Vítimas em Homicídio Doloso","Ocorrências policiais registradas, por tipo - Roubo a Banco","Ocorrências policiais registradas, por tipo - Roubo de Carga","Ocorrências policiais registradas, por tipo - Roubo de veículos","Ocorrências policiais registradas, por tipo - Tentativa de homicídio","Ocorrências policiais registradas, por tipo - Tráfico de entorpecentes"
2019-01-01,"Deinter 10",15526,2489,1157,70,87,92,104,15,739,535,78695,1169,0,0,0,0,0,0,0,0,0,0,96,3284,3209,382,421,7021,703,8095,0,1983,99,25,0,24,13,0,19,721,772,0,13,0,3,13,23,405
2019-01-01,"Deinter 2",72373,7482,1779,246,1251,185,261,55,2498,1324,177267,3402,0,0,0,0,3,2,10,0,2,0,363,10799,19326,793,1199,35606,2191,34671,0,9594,1775,70,0,67,62,2,34,1811,2925,2,65,0,121,951,67,1013
2019-01-01,"Deinter 3",62807,8317,3197,365,879,363,461,139,2904,2026,518577,4477,0,0,0,0,8,1,6,0,0,0,329,10437,16915,1206,1809,27543,2035,32731,0,9968,1147,79,1,73,43,0,63,1272,2758,0,45,0,49,310,68,1540
2019-01-01,"Deinter 4",35314,4524,2719,153,363,142,161,61,1480,1535,92129,2756,1,0,3,0,3,0,3,1,0,1,216,7081,7649,873,781,16541,1449,18049,0,4846,369,39,0,36,21,2,25,1184,1934,2,22,0,12,17,32,666
2019-01-01,"Deinter 5",28377,4273,2543,99,315,99,132,61,1105,1328,108545,2257,0,0,1,0,1,0,5,1,0,0,193,5784,5883,545,752,12070,1526,14683,0,3769,402,56,0,49,20,0,54,1301,1521,0,21,0,8,22,40,639
2019-01-01,"Deinter 6",42136,4815,2322,242,641,150,248,89,1904,1433,276861,3086,0,1,1,0,12,2,15,3,1,0,266,5990,15565,465,1425,22678,1603,25314,0,7871,696,54,0,49,43,2,95,812,1675,2,44,0,128,414,90,701
2019-01-01,"Deinter 7",45774,6686,2092,270,542,159,228,64,2414,2665,170455,4412,0,0,3,0,3,0,17,0,3,0,470,9027,11055,990,1101,20261,2300,24943,0,6141,921,84,1,78,43,2,42,1042,2566,2,44,0,18,219,75,996
2019-01-01,"Deinter 8",20300,3558,2980,138,96,81,105,49,968,1121,64067,1833,0,0,1,0,1,0,2,0,2,0,147,5202,3699,550,663,8548,1165,11426,0,2262,110,26,1,23,10,1,16,819,1444,1,10,0,2,5,18,482
2019-01-01,"Deinter 9",54744,6900,2401,277,1148,232,340,100,2645,1715,255970,4051,0,1,0,0,4,0,15,0,2,0,301,10105,13511,1102,1556,26245,2306,28881,0,6733,1462,56,1,51,42,3,41,1862,2853,3,44,0,70,450,50,1587
2019-01-01,"Gde SP(1)",130991,16082,3233,440,3364,453,560,131,5464,2547,520018,7330,1,1,5,0,14,10,31,7,3,0,696,16816,47135,910,1695,62340,3338,70590,0,16910,5339,97,1,88,163,9,151,2557,5174,9,181,1,483,3682,145,1682
2019-01-01,"Interior",421542,55001,23273,2151,5885,1700,2294,727,18372,14701,2283394,29941,1,2,11,0,38,6,84,5,10,1,2681,75779,108177,7448,10489,196555,16918,221492,0,59146,8084,548,4,505,372,16,415,11792,20737,17,388,0,458,2745,551,8753
2019-04-01,"Capital",174542,24345,2216,758,5871,991,948,84,9043,3877,1087486,9435,3,0,6,0,41,14,93,16,18,2,909,23954,126337,1429,2251,126263,5352,160232,2,58522,9841,101,1,99,150,18,375,3696,7492,18,157,4,878,5581,191,2184
2019-04-01,"Deinter 1",42339,6013,1959,281,518,193,230,119,1649,1103,179965,2507,0,0,1,0,9,1,4,1,0,1,302,7355,11197,550,710,18920,1509,21623,0,5652,994,75,0,73,77,2,41,981,1970,2,80,0,47,331,78,693
2019-04-01,"Deinter 10",15132,2609,1219,64,103,86,96,25,755,505,75432,1160,0,0,0,0,0,0,0,0,0,0,82,3266,3032,380,468,6882,716,7944,0,1750,81,21,0,20,13,0,15,789,656,0,14,0,3,23,24,430
2019-04-01,"Deinter 2",71225,8389,1948,272,1193,143,207,78,2558,1370,189246,3488,0,0,4,0,1,1,9,1,2,0,357,10348,19134,882,1092,33935,2195,34008,0,9304,1737,86,0,83,75,3,71,1873,2617,4,77,0,108,950,61,894
2019-04-01,"Deinter 3",62919,8372,3340,265,862,345,475,133,3178,2277,505670,4905,0,0,1,0,6,0,5,0,0,1,310,10458,16820,1250,1846,26884,2288,32972,1,10050,1220,107,0,101,65,3,60,1519,2743,3,70,0,41,282,70,1627
2019-04-01,"Deinter 4",35106,4998,2908,165,347,182,208,69,1546,1665,90956,2948,0,0,1,0,1,0,7,0,2,0,247,7099,8049,847,834,15739,1492,18568,1,5099,370,41,0,39,24,2,29,1477,1740,2,24,0,13,37,46,762
2019-04-01,"Deinter 5",28671,4490,2557,109,286,84,110,98,1101,1468,114361,2399,0,0,0,0,0,0,4,0,0,0,216,5974,5982,504,699,12138,1640,15015,0,3803,424,53,1,52,20,2,48,1537,1543,2,21,0,2,37,31,612
2019-04-01,"Deinter 6",42787,4449,1898,253,611,98,180,93,1612,1282,225797,2672,0,0,2,0,11,0,19,2,3,0,181,5461,14515,485,1059,18591,1559,23260,0,7240,673,57,1,53,28,2,56,747,1476,2,28,1,115,396,70,531
2019-04-01,"Deinter 7",45802,7110,2310,277,504,168,250,94,2357,3006,180185,4773,0,0,1,0,4,0,4,1,1,0,414,8754,11195,925,1125,20358,2300,24713,0,6194,776,88,0,87,38,4,28,1081,2409,4,38,0,29,205,57,1012
2019-04-01,"Deinter 8",20301,3874,3206,109,104,87,101,70,930,1305,65993,1974,0,0,0,0,0,0,0,0,0,0,134,4935,3735,506,664,8882,1223,11197,0,2213,90,31,0,31,16,2,20,832,1304,2,16,0,2,11,19,493
2019-04-01,"Deinter 9",53951,6840,2743,250,944,232,305,99,2510,1750,271279,3912,0,0,2,0,2,1,10,0,2,0,274,9904,14032,1078,1491,25705,2350,29129,0,7106,1396,84,0,77,40,1,24,2186,2520,1,40,0,57,458,57,1499
2019-04-01,"Gde SP(1)",134982,16350,3110,479,3146,540,692,150,5627,3496,602821,8354,2,0,5,0,13,9,24,7,4,1,686,17037,48591,989,1759,60631,3518,72580,1,17891,5565,126,0,119,135,10,141,2747,5303,11,142,1,437,3792,156,1821
2019-04-01,"Interior",418233,57144,24088,2045,5472,1618,2162,878,18196,15731,2208436,30738,0,0,12,0,34,3,62,5,10,2,2517,73554,107691,7407,9988,188034,17272,218429,2,58411,7761,643,2,616,396,21,392,13022,18978,22,408,1,417,2730,513,8553
2019-07-01,"Capital",170708,23306,2173,612,5427,860,939,87,8575,4163,1060479,9123,3,1,8,0,41,26,64,27,12,1,895,22441,121566,1363,2555,126457,5332,154152,1,53759,9814,105,2,98,145,14,284,3589,6977,15,154,3,919,4829,184,2042
2019-07-01,"Deinter 1",42998,6217,2070,281,476,183,239,90,1678,1275,199285,2717,1,0,0,0,4,0,8,0,0,0,263,7102,10664,590,830,19999,1743,21192,0,5390,784,48,0,46,64,4,28,1009,1875,4,68,0,44,265,72,811
2019-07-01,"Deinter 10",16084,2741,1313,82,101,51,55,15,711,602,75199,1233,0,0,0,0,0,0,0,0,0,0,90,3409,3351,397,441,7389,854,8542,0,1909,108,21,0,19,14,0,15,875,706,0,14,0,1,7,28,363
2019-07-01,"Deinter 2",72346,7962,1755,204,1220,169,237,72,2499,1427,164778,3468,0,0,0,0,2,1,3,1,0,1,377,10152,20235,825,1159,34467,2398,35146,0,9533,1970,95,1,90,50,3,50,1881,2561,3,55,0,114,1033,63,926
2019-07-01,"Deinter 3",62392,8154,3599,310,724,299,427,136,2771,2274,476347,4710,1,0,0,0,10,2,5,0,1,0,351,10189,15745,1349,1775,27556,2469,31878,0,9244,1045,105,1,102,51,2,65,1485,2772,2,53,0,42,214,58,1445
2019-07-01,"Deinter 4",34664,4438,2498,166,288,157,184,58,1459,1706,90822,2920,0,0,1,0,4,0,3,0,3,1,252,6936,7460,835,839,15751,1721,18043,0,4516,311,60,0,60,21,2,42,1526,1738,2,21,0,10,38,38,724
2019-07-01,"Deinter 5",29614,4588,2854,79,268,105,148,76,1167,1457,110976,2406,0,0,0,0,0,0,1,0,0,0,201,5911,6366,583,810,12806,1714,15585,0,4041,364,55,0,55,16,1,58,1590,1432,1,16,0,3,18,39,725
2019-07-01,"Deinter 6",41481,4334,2105,215,527,136,248,95,1519,1336,230702,2698,1,1,2,0,10,0,18,1,5,0,252,5280,13970,619,1099,18096,1507,22727,0,6910,728,57,0,51,31,2,74,781,1355,2,31,0,78,346,44,563
2019-07-01,"Deinter 7",45094,6878,2289,288,466,124,191,86,2279,3004,171544,4697,0,0,0,0,3,0,7,0,0,0,434,8250,11079,936,1094,20262,2439,24232,0,5898,769,112,1,110,33,2,27,1118,2255,2,33,0,27,181,47,942
2019-07-01,"Deinter 8",20773,3920,3071,107,92,84,119,33,896,1260,62472,1920,0,0,2,0,0,0,1,0,0,0,136,4883,3656,524,623,9179,1391,11213,0,2135,88,38,0,36,8,0,20,880,1326,0,8,0,7,6,12,512
2019-07-01,"Deinter 9",52904,7010,2645,250,954,206,250,62,2470,1793,262737,3954,0,0,4,1,1,0,8,1,2,0,264,9994,14125,1057,1399,25582,2637,29476,0,6666,1613,89,0,88,34,2,27,2139,2620,2,37,1,94,452,62,1339
2019-07-01,"Gde SP(1)",128537,15195,2869,477,3010,453,547,115,5238,3078,593633,7680,1,0,5,0,9,6,37,10,2,0,706,16066,48070,980,1473,61523,3743,71038,2,17306,5541,125,2,117,124,15,112,2531,4966,16,125,0,360,3150,120,1565
2019-07-01,"Interior",418350,56242,24199,1982,5116,1514,2098,723,17449,16134,2143383,30723,3,1,9,1,34,3,54,3,11,2,2620,72106,106651,7715,10069,191087,18873,218034,0,56242,7780,680,3,657,322,18,406,13284,18640,18,336,1,420,2560,463,8350
2019-10-01,"Capital",162472,22080,2170,628,5560,825,899,60,7826,3479,999141,7878,4,0,2,0,44,27,94,20,14,3,1066,24690,123633,1450,1799,116914,5310,157948,0,53854,8932,104,0,96,177,19,376,3597,7673,19,185,2,1092,5691,179,1752
2019-10-01,"Deinter 1",42050,5515,1841,293,491,170,223,93,1524,944,173798,2210,0,0,0,0,6,0,4,2,3,0,324,7330,10253,577,773,19513,1600,20857,0,5061,799,67,0,65,75,1,51,867,2087,2,75,0,43,351,86,771
2019-10-01,"Deinter 10",15367,2270,958,57,139,56,63,10,667,538,73015,1116,0,0,1,0,0,0,0,0,0,0,81,3215,3232,366,347,7126,756,7997,0,1854,150,21,0,19,18,2,15,765,728,2,18,0,1,23,37,317
2019-10-01,"Deinter 2",70334,7321,1733,315,1260,145,205,56,2361,1257,141693,3240,0,0,0,0,5,3,12,1,3,0,378,10566,19230,857,1065,33110,2308,34404,0,8662,1982,95,1,92,86,5,55,1844,2754,5,90,0,169,1024,63,849
2019-10-01,"Deinter 3",59436,7882,2978,255,692,256,315,109,2569,1994,441173,4201,0,0,1,0,8,0,1,1,6,0,366,10450,15564,1172,1496,25731,2106,31154,0,9104,1155,100,0,92,61,5,85,1427,3042,5,63,0,38,311,76,1176
2019-10-01,"Deinter 4",33626,4209,2268,148,298,142,159,56,1318,1459,84489,2589,0,0,0,0,6,0,6,1,2,0,261,7334,7172,824,680,15038,1540,17811,0,4095,331,53,0,52,24,4,25,1412,1981,4,26,0,7,41,42,582
2019-10-01,"Deinter 5",27386,4244,2343,131,214,91,113,60,1017,1198,100070,2084,0,0,0,0,2,0,12,0,2,0,233,6163,5468,519,696,11332,1569,14648,0,3293,347,55,1,52,19,3,56,1447,1619,3,19,1,4,25,43,612
2019-10-01,"Deinter 6",43114,4247,2029,240,641,127,216,83,1640,1356,231740,2804,0,0,7,0,5,0,9,1,4,0,239,5888,14148,498,1119,18825,1598,23490,0,6916,807,61,0,57,39,2,58,792,1860,2,48,0,74,337,60,602
2019-10-01,"Deinter 7",43038,6362,2044,226,476,129,166,66,2252,2709,165571,4534,0,0,1,0,3,0,8,1,3,0,462,8367,10751,862,1044,18902,2331,23817,0,5609,712,95,0,93,74,2,24,1008,2414,2,75,1,30,246,45,940
2019-10-01,"Deinter 8",19628,3655,2812,104,115,63,95,49,818,1065,56984,1641,0,0,3,0,2,0,4,0,1,0,137,4942,3464,538,513,8521,1222,10816,0,1982,112,23,0,23,16,2,21,826,1421,2,18,0,4,7,14,406
2019-10-01,"Deinter 9",52275,6812,2227,285,1045,183,230,65,2313,1486,258485,3473,0,0,1,0,4,0,14,0,2,1,286,10242,13644,944,1236,25522,2223,28575,0,6416,1603,62,0,57,60,4,26,2013,2903,4,62,1,64,497,60,1214
2019-10-01,"Gde SP(1)",127775,14695,2500,457,3079,455,568,98,4695,2603,560519,6836,2,0,3,0,17,12,39,6,7,0,764,16025,46363,888,1405,60564,3536,68981,2,16703,5253,124,1,112,144,9,135,2493,5393,9,147,1,564,3767,144,1421
2019-10-01,"Interior",406254,52517,21233,2054,5371,1362,1785,647,16479,14006,2011683,27892,0,0,14,0,41,3,70,7,26,1,2767,74497,102926,7157,8969,183620,17253,213569,0,52992,7998,632,2,602,472,30,416,12401,20809,31,494,3,434,2862,526,7469
2020-01-01,"Capital",153439,20396,1741,752,5273,670,791,59,7449,2806,986137,7436,2,1,5,1,41,17,76,22,15,1,883,20862,128884,1104,1772,113679,4558,158063,11,58331,7912,90,6,85,187,19,310,2663,7004,19,199,8,896,4577,161,1633
2020-01-01,"Deinter 1",39523,5452,1726,260,487,149,206,68,1493,837,154371,2116,0,0,0,0,4,0,17,1,3,0,259,6673,9756,482,611,18892,1437,19218,2,4895,735,56,0,52,82,1,25,725,1899,1,87,0,28,260,114,646
2020-01-01,"Deinter 10",14590,2292,1015,72,145,70,84,6,617,415,65925,965,0,0,1,0,0,0,0,0,0,0,105,3069,3125,345,311,6609,736,7691,0,1774,139,16,1,16,28,0,18,642,699,0,29,0,2,17,48,266
2020-01-01,"Deinter 2",64268,6794,1667,274,1058,144,192,44,2192,1091,162085,2856,1,0,1,0,1,0,23,1,1,0,353,9471,17652,718,985,30569,2169,31348,3,7901,1720,86,0,84,69,9,48,1372,2530,9,73,0,152,877,69,750
2020-01-01,"Deinter 3",55933,7328,3100,234,596,259,307,87,2360,1771,426120,3744,0,0,0,0,10,1,6,1,2,0,288,9509,14923,1085,1416,24512,1875,29096,1,8513,1012,73,1,71,40,4,58,1219,2757,4,40,1,27,278,75,1026
2020-01-01,"Deinter 4",31376,4276,1943,134,300,102,121,51,1268,1313,78485,2410,0,0,0,0,2,1,2,0,0,0,256,6847,6986,806,630,13791,1413,16938,0,4078,320,43,0,42,27,3,21,1208,1855,3,28,0,4,33,54,517
2020-01-01,"Deinter 5",26615,3873,2046,107,294,77,116,46,1052,1103,97441,1889,0,0,0,0,3,0,4,0,0,0,195,5947,5391,512,654,10977,1401,14100,1,3126,385,34,0,32,19,2,58,1463,1535,2,19,0,2,23,29,614
2020-01-01,"Deinter 6",43314,4340,1884,208,571,133,215,79,1599,1239,237946,2648,0,0,2,0,10,1,22,4,5,2,234,5547,14079,413,979,20175,1543,22795,0,6949,717,69,0,68,25,5,32,629,1726,7,25,0,72,295,50,549
2020-01-01,"Deinter 7",39882,5955,1867,215,449,114,172,40,1978,2194,148138,3814,0,0,1,0,3,0,3,0,1,1,443,7976,10181,846,838,17687,2107,22391,2,5227,698,90,0,88,43,5,21,956,2157,5,43,0,27,215,59,753
2020-01-01,"Deinter 8",18221,3308,2734,89,111,55,77,45,775,909,55547,1499,0,0,1,0,1,0,1,0,0,0,129,4618,3191,539,462,7935,1010,9949,0,1855,89,21,0,21,11,1,38,663,1322,1,12,0,2,10,15,367
2020-01-01,"Deinter 9",47243,6199,1908,197,903,144,195,45,2076,1337,231072,3121,0,0,0,0,4,1,18,1,2,1,266,8898,12885,799,1043,22617,1926,25817,1,5819,1432,63,1,62,54,0,28,1613,2465,0,57,0,53,434,61,1000
2020-01-01,"Gde SP(1)",120974,13501,2312,460,2688,356,456,101,4282,2401,513661,6284,4,4,6,1,16,8,46,7,6,1,699,15034,44479,778,1314,57294,3119,65423,7,15436,4670,120,0,96,174,9,144,1924,4907,9,180,1,429,3066,137,1346
2020-01-01,"Interior",380965,49817,19890,1790,4914,1247,1685,511,15410,12209,1951123,25062,1,0,6,0,38,4,96,8,14,4,2528,68555,98169,6545,7929,173764,15617,199343,10,50137,7247,551,3,536,398,30,347,10490,18945,32,413,1,369,2442,574,6488
2020-04-01,"Capital",75641,19005,1303,630,2951,550,602,31,6462,2143,798012,6338,2,1,4,0,23,19,105,15,18,4,573,18752,88537,1147,1973,85192,4680,115662,10,28804,5467,85,1,81,150,7,160,1738,5016,7,158,2,559,2630,144,2103
2020-04-01,"Deinter 1",31591,4562,1120,174,291,157,205,40,1532,465,96728,1732,0,0,0,0,4,1,7,0,4,2,178,5164,9110,462,635,13731,1325,16874,0,3411,463,48,0,48,70,1,12,425,1374,1,76,1,19,213,70,709
2020-04-01,"Deinter 10",10875,2072,776,71,66,69,80,2,608,328,37990,864,0,0,0,0,0,0,0,0,0,0,86,2483,2570,252,313,4528,615,6319,1,1317,83,23,0,23,12,1,10,498,578,1,12,0,2,8,28,288
2020-04-01,"Deinter 2",52308,6280,1190,270,659,128,183,14,2170,778,131158,2507,0,0,0,0,1,0,6,1,0,0,245,6844,15049,663,1121,24358,2655,26577,3,5310,1054,85,0,85,52,6,18,939,1687,6,52,0,113,601,45,989
2020-04-01,"Deinter 3",43668,7036,2420,285,479,252,333,48,2307,1057,315319,2998,0,0,0,0,2,0,5,0,0,0,239,7261,12260,1027,1487,19107,1763,24037,0,5844,654,81,0,79,48,4,45,793,1934,4,51,0,23,151,46,1320
2020-04-01,"Deinter 4",24607,3754,1691,149,210,146,159,21,1308,882,62334,1887,0,0,1,0,0,0,2,0,0,0,171,5097,6367,613,702,10017,1293,14243,0,3112,244,48,0,45,25,1,20,907,1270,1,25,1,7,23,48,638
2020-04-01,"Deinter 5",21974,3853,1840,108,247,67,95,17,1032,896,66328,1624,0,0,0,0,5,0,1,0,0,0,170,4444,5300,553,649,8379,1415,12531,0,2650,259,43,0,39,21,2,25,982,1057,2,21,0,4,21,24,659
2020-04-01,"Deinter 6",31428,3615,934,198,318,130,202,6,1448,591,186536,1853,0,0,0,0,4,1,22,0,3,0,170,4059,11261,324,608,12768,1794,18216,3,4951,408,37,0,37,33,2,13,405,1072,2,34,0,71,174,71,632
2020-04-01,"Deinter 7",32247,5758,1450,232,231,117,178,18,1915,1181,112206,2792,0,0,0,0,1,0,4,0,1,0,341,6020,8582,652,930,13950,1874,18399,1,3499,441,91,0,87,42,1,21,673,1519,1,44,0,21,159,39,893
2020-04-01,"Deinter 8",13821,2807,2057,98,81,62,75,20,683,580,47273,1133,0,0,0,0,1,0,3,0,0,0,104,3413,2691,451,479,6207,955,8093,0,1318,69,22,0,22,13,0,9,520,895,0,13,0,1,7,17,410
2020-04-01,"Deinter 9",33960,5529,1533,219,615,104,119,25,2103,806,184619,2574,0,0,2,0,1,0,22,1,0,0,188,6739,11062,716,1135,16835,1866,21706,0,4098,935,62,1,59,62,4,20,1224,1834,4,63,0,39,326,50,1187
2020-04-01,"Gde SP(1)",91939,11295,1543,458,1621,296,410,31,3963,1489,391289,5094,2,3,2,0,27,9,40,9,1,0,488,13558,39899,889,1399,46397,3016,59249,7,11002,3195,113,1,105,173,6,110,1250,4000,6,181,0,392,1824,129,1475
2020-04-01,"Interior",296479,45266,15011,1804,3197,1232,1629,211,15106,7564,1319460,19964,0,0,3,0,19,2,72,2,8,2,1892,51524,84252,5713,8059,129880,15555,166995,8,35510,4610,540,1,524,378,22,193,7366,13220,22,391,2,300,1683,438,7725
2020-07-01,"Capital",105325,20263,2039,696,3376,601,693,45,6880,2522,968830,6815,1,0,4,0,17,19,56,24,18,5,885,23609,103901,1721,2187,107925,5184,137487,11,36974,7024,126,0,118,156,7,258,2736,6457,7,164,2,600,2931,146,1942
2020-07-01,"Deinter 1",41588,5151,1537,250,335,149,223,65,1588,719,123781,2085,0,0,1,0,3,0,6,0,0,0,267,6517,9881,605,712,20392,1658,19640,0,3832,576,59,0,59,71,4,22,577,1694,4,75,1,38,193,79,745
2020-07-01,"Deinter 10",13482,2341,1093,74,106,75,82,3,651,318,42264,882,0,0,0,0,0,0,0,0,0,0,93,2688,3138,343,354,5874,875,7491,0,1492,84,23,0,23,7,1,10,557,579,1,7,0,2,9,27,317
2020-07-01,"Deinter 2",64116,7580,1542,208,869,132,186,13,2026,863,136660,2586,0,0,0,0,1,1,7,0,2,0,361,9150,17986,849,1114,31066,2536,31996,2,6379,1343,96,0,95,48,9,44,1310,2262,9,48,1,103,687,54,1003
2020-07-01,"Deinter 3",55003,6999,2862,264,485,228,302,89,2098,1200,347450,3045,0,0,1,0,0,0,5,0,1,0,296,9498,14047,1302,1462,24390,2351,28956,2,6129,747,114,0,110,53,1,81,1199,2296,1,55,0,29,200,61,1158
2020-07-01,"Deinter 4",31397,4473,2476,174,201,160,182,35,1379,1284,72086,2346,0,0,3,0,2,0,7,0,0,1,255,6437,7215,880,843,13437,1655,17285,0,3283,203,61,0,58,27,2,22,1233,1420,2,28,0,7,24,54,749
2020-07-01,"Deinter 5",26947,3844,2189,109,257,73,107,52,1001,920,66239,1726,0,0,1,0,0,0,2,0,0,0,188,5704,5529,611,657,10933,1826,14515,0,2848,305,61,0,60,19,0,58,1283,1325,0,19,0,3,22,35,617
2020-07-01,"Deinter 6",39551,4093,1510,204,393,158,219,20,1463,897,202322,2141,0,0,4,0,4,1,11,0,2,0,233,5185,13295,487,841,16610,2350,22391,0,6086,423,58,1,58,30,3,40,665,1321,3,35,0,57,190,50,599
2020-07-01,"Deinter 7",40134,5980,1735,253,297,103,176,32,1867,1402,128049,3005,0,0,0,0,3,0,3,0,3,0,427,7575,10118,867,953,17627,2564,22504,1,3885,413,115,0,111,59,3,28,838,1968,4,60,1,15,126,66,869
2020-07-01,"Deinter 8",17435,3158,2722,89,79,77,100,36,726,833,54168,1402,0,0,0,0,0,0,1,0,0,0,125,4154,3077,555,457,8017,1206,9574,0,1332,74,23,0,21,9,0,18,726,1092,0,9,0,10,4,23,378
2020-07-01,"Deinter 9",45697,6231,2075,196,609,208,252,48,2198,1034,205076,2967,0,1,3,0,1,3,10,0,1,0,243,8591,12443,964,1342,23301,2678,26261,0,4724,930,85,0,81,54,1,19,1596,2162,1,56,0,55,296,56,1420
2020-07-01,"Gde SP(1)",120701,13612,2270,369,1991,387,486,70,4041,1996,496979,5681,2,1,5,0,11,14,17,3,8,0,826,17539,47993,1181,1470,64783,4208,73217,7,13566,3772,115,2,107,135,12,138,1911,5222,13,140,0,376,2141,124,1513
2020-07-01,"Interior",375350,49850,19741,1821,3631,1363,1829,393,14997,9470,1501233,22185,0,1,13,0,14,5,52,0,9,1,2488,65499,96729,7463,8735,171647,19699,200613,5,39990,5098,695,1,676,377,24,342,9984,16119,25,392,3,319,1751,505,7855
2020-10-01,"Capital",111643,21112,1910,644,3454,664,767,11,6801,1996,860254,6619,6,0,7,1,18,22,59,24,7,0,954,23846,110208,1652,1782,122742,5182,143624,23,40335,6632,114,0,109,166,13,268,2846,7281,13,188,6,888,3827,139,1674
2020-10-01,"Deinter 1",45065,5078,1412,223,360,110,141,37,1389,523,115042,1715,0,0,4,1,1,0,5,0,0,0,287,7477,11394,610,618,21677,1612,21998,0,4624,591,58,0,58,103,2,34,668,1887,2,106,1,32,231,106,615
2020-10-01,"Deinter 10",14692,2142,892,60,100,52,62,12,572,294,41109,791,0,0,0,0,0,0,0,0,0,0,111,3045,3643,346,280,6290,775,8200,0,1800,112,30,0,29,18,1,16,645,657,1,21,0,4,10,36,255
2020-10-01,"Deinter 2",67225,6584,1542,205,745,97,152,25,2108,742,142923,2476,0,0,2,0,6,2,6,0,0,0,435,9646,19565,984,961,31504,2479,34070,5,7492,1310,95,0,93,59,2,40,1359,2516,2,60,1,130,828,50,848
2020-10-01,"Deinter 3",59114,7232,2681,270,581,205,263,87,2388,1352,345946,3375,0,0,0,0,2,1,1,0,0,0,364,9900,16477,1344,1325,26069,2486,31896,1,7590,1053,105,0,103,54,6,66,1138,2642,6,54,1,33,259,57,1100
2020-10-01,"Deinter 4",33668,4108,1838,163,262,104,121,36,1261,1267,67066,2118,0,0,0,0,3,0,1,1,0,0,241,7128,8356,797,662,14336,1605,18789,1,3834,284,51,1,51,38,3,27,1200,1780,3,40,0,10,32,49,540
2020-10-01,"Deinter 5",27316,3836,1940,136,244,46,68,48,955,901,67562,1734,0,0,0,0,4,0,1,0,0,0,210,6035,5772,524,579,11144,1722,14842,0,3142,329,54,0,54,23,1,38,1268,1562,1,23,0,4,21,52,531
2020-10-01,"Deinter 6",42815,4049,1337,172,509,120,188,26,1496,830,208199,2115,0,1,2,0,5,1,8,0,0,0,257,5592,14996,565,719,17817,2142,24271,2,7478,626,66,0,65,33,4,24,703,1469,4,34,0,61,241,66,487
2020-10-01,"Deinter 7",41545,5961,1734,220,278,108,152,32,1917,1326,115521,2929,0,0,0,0,5,0,0,0,1,0,450,8083,11556,915,872,17802,2516,24392,0,4798,516,76,0,75,48,3,35,780,2205,3,56,0,24,158,61,769
